run,algo_name,sample_cost_fixed,label_cost_fixed,eps,thresh,tau_prime,f_0,policy,sample_cost,label_cost,eo_diff_est,eo_diff_true,num_samples,true_fair,pred_fair
1,exp,0.5,0.25,0.3,0.5,97.29030020420045,LR,full_data,4.0,1.75,0.18883696658208537,0.1920974706166269,393,1,1
1,exp,0,1,0.3,0.5,97.29030020420045,LR,full_data,0,8,0.18624598707620932,0.1920974706166269,378,1,1
1,exp,0.5,1,0.3,0.5,97.29030020420045,LR,full_data,2.5,4,0.18591818312988972,0.1920974706166269,400,1,1
1,exp,0.5,0.25,0.2,0.4,97.29030020420045,LR,full_data,4.0,1.75,0.1867052630864383,0.1920974706166269,889,1,1
1,exp,0,1,0.2,0.4,97.29030020420045,LR,full_data,0,6,0.18514450255455583,0.1920974706166269,871,1,1
1,exp,0.5,1,0.2,0.4,97.29030020420045,LR,full_data,3.0,5,0.1844606635261627,0.1920974706166269,877,1,1
1,exp,0.5,0.25,0.1,0.0,97.29030020420045,LR,full_data,5.5,2.25,0.18849408046304167,0.1920974706166269,2271,0,0
1,exp,0,1,0.1,0.0,97.29030020420045,LR,full_data,0,5,0.19137915390954197,0.1920974706166269,2224,0,0
1,exp,0.5,1,0.1,0.0,97.29030020420045,LR,full_data,2.5,5,0.18750522136470854,0.1920974706166269,2277,0,0
1,exp,0.5,0.25,0.05,0.0,97.29030020420045,LR,full_data,3.5,1.5,0.18466020924840165,0.1920974706166269,2242,0,0
1,exp,0,1,0.05,0.0,97.29030020420045,LR,full_data,0,9,0.18566040240124626,0.1920974706166269,2216,0,0
1,exp,0.5,1,0.05,0.0,97.29030020420045,LR,full_data,1.5,1,0.21580990329594701,0.1920974706166269,2282,0,0
1,exp,0.5,0.25,0.01,0.0,97.29030020420045,LR,full_data,3.0,1.25,0.1863733680431751,0.1920974706166269,2223,0,0
1,exp,0,1,0.01,0.0,97.29030020420045,LR,full_data,0,5,0.19135753952325502,0.1920974706166269,2239,0,0
1,exp,0.5,1,0.01,0.0,97.29030020420045,LR,full_data,3.5,4,0.18757643512697875,0.1920974706166269,2244,0,0
2,exp,0.5,0.25,0.3,0.5,97.29030020420045,LR,full_data,3.5,1.75,0.2613396628708038,0.17109238199695975,383,1,1
2,exp,0,1,0.3,0.5,97.29030020420045,LR,full_data,0,7,0.3256899593385555,0.17109238199695975,393,1,1
2,exp,0.5,1,0.3,0.5,97.29030020420045,LR,full_data,2.5,4,0.22721569203848663,0.17109238199695975,388,1,1
