run,algo_name,sample_cost_fixed,label_cost_fixed,eps,tau_prime,f_0,policy,sample_cost,label_cost,eo_diff_est,eo_diff_true,num_samples,true_fair,pred_fair
1,two,0.5,0.25,0.25,249.0631685227532,LR,full_data,2075.0,1161.5,0.3598754392685437,0.3586523967440458,4752,1,1
1,two,0,1,0.25,249.0631685227532,LR,full_data,0,4545,0.3838439905450599,0.3586523967440458,4654,1,1
1,two,0.5,1,0.25,249.0631685227532,LR,full_data,2103.0,4725,0.3879740035540302,0.3586523967440458,4834,1,1
1,two,0.5,0.25,0.1,1000,LR,full_data,2077.0,4223.75,0.36841934632822404,0.3586523967440458,17289,1,0
1,two,0,1,0.1,1000,LR,full_data,0,18764,0.37429538266574036,0.3586523967440458,19165,1,0
1,two,0.5,1,0.1,1000,LR,full_data,2093.0,17686,0.37400999346464053,0.3586523967440458,18109,1,0
1,two,0.5,0.25,0.1,1000,LR,full_data,2093.0,4461.75,0.3694405667273428,0.3586523967440458,18235,0,0
1,two,0,1,0.1,1000,LR,full_data,0,18392,0.3680373446480371,0.3586523967440458,18818,0,0
1,two,0.5,1,0.1,1000,LR,full_data,2085.0,17639,0.37904765514350247,0.3586523967440458,18045,0,0
1,two,0.5,0.25,0.05,1000,LR,full_data,2108.5,4621.75,0.3524620556514354,0.3586523967440458,18891,0,0
1,two,0,1,0.05,1000,LR,full_data,0,18128,0.36682586478151835,0.3586523967440458,18536,0,0
1,two,0.5,1,0.05,1000,LR,full_data,2093.5,17875,0.3841789638106772,0.3586523967440458,18297,0,0
1,two,0.5,0.25,0.01,1000,LR,full_data,2091.5,4559.75,0.36655085479812816,0.3586523967440458,18643,0,0
1,two,0,1,0.01,1000,LR,full_data,0,17327,0.36710384025568277,0.3586523967440458,17756,0,0
1,two,0.5,1,0.01,1000,LR,full_data,2080.5,17805,0.3548894636206342,0.3586523967440458,18226,0,0
2,two,0.5,0.25,0.25,249.0631685227532,LR,full_data,2102.5,1062.75,0.3637210475363555,0.3592059256532941,4363,1,1
2,two,0,1,0.25,249.0631685227532,LR,full_data,0,4499,0.39289157618008363,0.3592059256532941,4604,1,1
2,two,0.5,1,0.25,249.0631685227532,LR,full_data,2075.0,4441,0.35433865589419206,0.3592059256532941,4550,1,1
2,two,0.5,0.25,0.1,1000,LR,full_data,2083.5,4477.5,0.36559873312478697,0.3592059256532941,18272,1,0
2,two,0,1,0.1,1000,LR,full_data,0,17997,0.3730600300423961,0.3592059256532941,18392,1,0
2,two,0.5,1,0.1,1000,LR,full_data,2106.5,18763,0.3660686315771908,0.3592059256532941,19209,1,0
2,two,0.5,0.25,0.1,1000,LR,full_data,2088.0,4703.25,0.37958575807896433,0.3592059256532941,19213,0,0
2,two,0,1,0.1,1000,LR,full_data,0,17910,0.38034224642895387,0.3592059256532941,18300,0,0
2,two,0.5,1,0.1,1000,LR,full_data,2098.0,18043,0.36391935996505703,0.3592059256532941,18419,0,0
2,two,0.5,0.25,0.05,1000,LR,full_data,2072.0,4525.25,0.3650403514127993,0.3592059256532941,18533,0,0
2,two,0,1,0.05,1000,LR,full_data,0,18481,0.36858663431084404,0.3592059256532941,18889,0,0
2,two,0.5,1,0.05,1000,LR,full_data,2097.0,18483,0.3671917370368164,0.3592059256532941,18939,0,0
2,two,0.5,0.25,0.01,1000,LR,full_data,2098.0,4819.5,0.37008269891575596,0.3592059256532941,19723,0,0
2,two,0,1,0.01,1000,LR,full_data,0,18654,0.35469866267566763,0.3592059256532941,19079,0,0
2,two,0.5,1,0.01,1000,LR,full_data,2072.0,18373,0.3561841572211626,0.3592059256532941,18776,0,0
3,two,0.5,0.25,0.25,249.0631685227532,LR,full_data,2082.0,1035.75,0.33617645576341165,0.40803562355071465,4261,1,1
