run,algo_name,sample_cost_fixed,label_cost_fixed,eps,tau_prime,f_0,policy,sample_cost,label_cost,eo_diff_est,eo_diff_true,num_samples,true_fair,pred_fair
3,two,0,1,0.25,249.0631685227532,LR,full_data,0,4390,0.38230231470591786,0.40803562355071465,4492,1,1
3,two,0.5,1,0.25,249.0631685227532,LR,full_data,2095.0,4388,0.35978327706890445,0.40803562355071465,4484,1,1
3,two,0.5,0.25,0.1,1000,LR,full_data,2081.0,4606.5,0.3673943535113547,0.40803562355071465,18835,0,0
3,two,0,1,0.1,1000,LR,full_data,0,17891,0.35811094707471175,0.40803562355071465,18296,0,0
3,two,0.5,1,0.1,1000,LR,full_data,2094.0,18252,0.354451950089999,0.40803562355071465,18696,0,0
3,two,0.5,0.25,0.1,1000,LR,full_data,2097.5,4683.5,0.36023202319648795,0.40803562355071465,19147,0,0
3,two,0,1,0.1,1000,LR,full_data,0,17804,0.3580705466127332,0.40803562355071465,18225,0,0
3,two,0.5,1,0.1,1000,LR,full_data,2068.0,18541,0.3550529199289056,0.40803562355071465,18968,0,0
3,two,0.5,0.25,0.05,1000,LR,full_data,2110.0,4478.5,0.3636979251613412,0.40803562355071465,18320,0,0
3,two,0,1,0.05,1000,LR,full_data,0,18060,0.35549525701657564,0.40803562355071465,18461,0,0
3,two,0.5,1,0.05,1000,LR,full_data,2089.0,18386,0.3643363263655485,0.40803562355071465,18776,0,0
3,two,0.5,0.25,0.01,1000,LR,full_data,2082.0,4460.75,0.3518796295905193,0.40803562355071465,18223,0,0
3,two,0,1,0.01,1000,LR,full_data,0,18307,0.3528855051517952,0.40803562355071465,18684,0,0
3,two,0.5,1,0.01,1000,LR,full_data,2080.0,18851,0.36048720345765417,0.40803562355071465,19247,0,0
4,two,0.5,0.25,0.25,249.0631685227532,LR,full_data,2082.0,1136.25,0.39171527987319477,0.3579323787160244,4642,1,1
4,two,0,1,0.25,249.0631685227532,LR,full_data,0,4601,0.3887148418281562,0.3579323787160244,4723,1,1
4,two,0.5,1,0.25,249.0631685227532,LR,full_data,2085.0,4575,0.35236793119508614,0.3579323787160244,4678,1,1
4,two,0.5,0.25,0.1,1000,LR,full_data,2074.0,4609.5,0.3833809867936451,0.3579323787160244,18878,1,0
4,two,0,1,0.1,1000,LR,full_data,0,18335,0.3904137725552469,0.3579323787160244,18736,1,0
4,two,0.5,1,0.1,1000,LR,full_data,2095.5,17931,0.3835844491951852,0.3579323787160244,18287,1,0
4,two,0.5,0.25,0.1,1000,LR,full_data,2104.0,4659.75,0.3718682187957417,0.3579323787160244,19062,0,0
4,two,0,1,0.1,1000,LR,full_data,0,17988,0.3650721709355335,0.3579323787160244,18410,0,0
4,two,0.5,1,0.1,1000,LR,full_data,2099.0,18537,0.37613000558178633,0.3579323787160244,18968,0,0
4,two,0.5,0.25,0.05,1000,LR,full_data,2106.0,4483.0,0.37866045725353037,0.3579323787160244,18322,0,0
4,two,0,1,0.05,1000,LR,full_data,0,18463,0.37951139176196375,0.3579323787160244,18883,0,0
4,two,0.5,1,0.05,1000,LR,full_data,2082.5,18647,0.38395809849841195,0.3579323787160244,19062,0,0
4,two,0.5,0.25,0.01,1000,LR,full_data,2090.0,4645.5,0.3655974646893104,0.3579323787160244,19022,0,0
4,two,0,1,0.01,1000,LR,full_data,0,18045,0.38597798946509604,0.3579323787160244,18446,0,0
4,two,0.5,1,0.01,1000,LR,full_data,2102.5,18523,0.3763482010320434,0.3579323787160244,18940,0,0
5,two,0.5,0.25,0.25,249.0631685227532,LR,full_data,2087.0,1110.25,0.3650636709874538,0.3735910404624277,4540,1,1
5,two,0,1,0.25,249.0631685227532,LR,full_data,0,4338,0.36273425647759167,0.3735910404624277,4447,1,1
5,two,0.5,1,0.25,249.0631685227532,LR,full_data,2093.5,4369,0.3479055506692218,0.3735910404624277,4485,1,1
5,two,0.5,0.25,0.1,1000,LR,full_data,2077.5,4583.25,0.36029395964832284,0.3735910404624277,18745,1,0
5,two,0,1,0.1,1000,LR,full_data,0,18445,0.3647434400524796,0.3735910404624277,18865,1,0
5,two,0.5,1,0.1,1000,LR,full_data,2100.5,17721,0.3631630846953225,0.3735910404624277,18106,1,0
5,two,0.5,0.25,0.1,1000,LR,full_data,2091.5,4580.5,0.35956799545603635,0.3735910404624277,18762,0,0
5,two,0,1,0.1,1000,LR,full_data,0,18126,0.36048735010119926,0.3735910404624277,18542,0,0
5,two,0.5,1,0.1,1000,LR,full_data,2088.5,17674,0.3501002291981664,0.3735910404624277,18066,0,0
5,two,0.5,0.25,0.05,1000,LR,full_data,2099.0,4581.25,0.36076156990744074,0.3735910404624277,18702,0,0
5,two,0,1,0.05,1000,LR,full_data,0,18284,0.3522622559019528,0.3735910404624277,18689,0,0
5,two,0.5,1,0.05,1000,LR,full_data,2069.0,18191,0.36098669210646317,0.3735910404624277,18596,0,0
5,two,0.5,0.25,0.01,1000,LR,full_data,2083.0,4420.0,0.35714911480708156,0.3735910404624277,18073,0,0
5,two,0,1,0.01,1000,LR,full_data,0,18138,0.36505089159286724,0.3735910404624277,18545,0,0
5,two,0.5,1,0.01,1000,LR,full_data,2076.5,18308,0.3607933016535868,0.3735910404624277,18711,0,0
