run,algo_name,sample_cost_fixed,label_cost_fixed,eps,thresh,tau_prime,f_0,policy,sample_cost,label_cost,eo_diff_est,eo_diff_true,num_samples,true_fair,pred_fair
1,two,0.5,0.25,0.3,0.5,97.29030020420045,LR,full_data,143.5,53.0,0.022679909354120266,0.021772931286474062,395,1,1
1,two,0,1,0.3,0.5,97.29030020420045,LR,full_data,0,181,0.06252445021903086,0.021772931286474062,387,1,1
1,two,0.5,1,0.3,0.5,97.29030020420045,LR,full_data,145.0,196,0.051514109470182534,0.021772931286474062,399,1,1
1,two,0.5,0.25,0.2,0.4,97.29030020420045,LR,full_data,148.0,111.5,0.03844585346372087,0.021772931286474062,893,1,1
1,two,0,1,0.2,0.4,97.29030020420045,LR,full_data,0,464,0.04877192223641702,0.021772931286474062,879,1,1
1,two,0.5,1,0.2,0.4,97.29030020420045,LR,full_data,150.5,475,0.04787201057299928,0.021772931286474062,888,1,1
1,two,0.5,0.25,0.1,0.0,97.29030020420045,LR,full_data,139.5,289.5,0.03372208013377864,0.021772931286474062,2224,1,1
1,two,0,1,0.1,0.0,97.29030020420045,LR,full_data,0,1115,0.03740326144332473,0.021772931286474062,2271,1,1
1,two,0.5,1,0.1,0.0,97.29030020420045,LR,full_data,163.0,1161,0.029003153403349913,0.021772931286474062,2256,1,1
1,two,0.5,0.25,0.05,0.0,97.29030020420045,LR,full_data,153.5,291.0,0.03426755103143919,0.021772931286474062,2250,1,0
1,two,0,1,0.05,0.0,97.29030020420045,LR,full_data,0,1141,0.024681571349284087,0.021772931286474062,2246,1,1
1,two,0.5,1,0.05,0.0,97.29030020420045,LR,full_data,158.0,1168,0.03615736913853462,0.021772931286474062,2263,1,0
1,two,0.5,0.25,0.01,0.0,97.29030020420045,LR,full_data,141.5,290.5,0.024957225085234902,0.021772931286474062,2243,0,0
1,two,0,1,0.01,0.0,97.29030020420045,LR,full_data,0,1148,0.03362362522913409,0.021772931286474062,2245,0,0
1,two,0.5,1,0.01,0.0,97.29030020420045,LR,full_data,150.5,1156,0.028625519704969515,0.021772931286474062,2238,0,0
2,two,0.5,0.25,0.3,0.5,97.29030020420045,LR,full_data,154.5,42.75,0.04024712080819015,0.044370308590492055,381,1,1
2,two,0,1,0.3,0.5,97.29030020420045,LR,full_data,0,188,0.021690771235232886,0.044370308590492055,381,1,1
2,two,0.5,1,0.3,0.5,97.29030020420045,LR,full_data,137.5,197,0.035199199710039486,0.044370308590492055,391,1,1
2,two,0.5,0.25,0.2,0.4,97.29030020420045,LR,full_data,157.5,107.25,0.04418667270242316,0.044370308590492055,874,1,1
2,two,0,1,0.2,0.4,97.29030020420045,LR,full_data,0,447,0.03543383788799692,0.044370308590492055,864,1,1
2,two,0.5,1,0.2,0.4,97.29030020420045,LR,full_data,140.5,432,0.008852972639365464,0.044370308590492055,882,1,1
2,two,0.5,0.25,0.1,0.0,97.29030020420045,LR,full_data,159.0,289.75,0.02520785662890379,0.044370308590492055,2260,1,1
2,two,0,1,0.1,0.0,97.29030020420045,LR,full_data,0,1178,0.024656963401156307,0.044370308590492055,2232,1,1
2,two,0.5,1,0.1,0.0,97.29030020420045,LR,full_data,152.5,1129,0.03908011120819932,0.044370308590492055,2231,1,1
2,two,0.5,0.25,0.05,0.0,97.29030020420045,LR,full_data,152.5,290.5,0.042164177015686755,0.044370308590492055,2279,1,0
2,two,0,1,0.05,0.0,97.29030020420045,LR,full_data,0,1148,0.033290671217292456,0.044370308590492055,2263,1,0
2,two,0.5,1,0.05,0.0,97.29030020420045,LR,full_data,154.0,1182,0.02061000477998365,0.044370308590492055,2271,1,1
2,two,0.5,0.25,0.01,0.0,97.29030020420045,LR,full_data,154.5,283.75,0.03404571379568255,0.044370308590492055,2247,0,0
2,two,0,1,0.01,0.0,97.29030020420045,LR,full_data,0,1157,0.03812462016381846,0.044370308590492055,2264,0,0
2,two,0.5,1,0.01,0.0,97.29030020420045,LR,full_data,146.0,1136,0.04343816507486109,0.044370308590492055,2235,0,0
3,two,0.5,0.25,0.3,0.5,97.29030020420045,LR,full_data,147.0,50.0,0.012975558665048278,0.11932153392330384,386,1,1
3,two,0,1,0.3,0.5,97.29030020420045,LR,full_data,0,200,0.025770237947338015,0.11932153392330384,390,1,1
3,two,0.5,1,0.3,0.5,97.29030020420045,LR,full_data,151.5,196,0.018153477626605095,0.11932153392330384,396,1,1
3,two,0.5,0.25,0.2,0.4,97.29030020420045,LR,full_data,154.5,116.5,0.015878000994627214,0.11932153392330384,886,1,1
3,two,0,1,0.2,0.4,97.29030020420045,LR,full_data,0,467,0.02669789634829467,0.11932153392330384,884,1,1
3,two,0.5,1,0.2,0.4,97.29030020420045,LR,full_data,165.5,452,0.015593607425976704,0.11932153392330384,887,1,1
3,two,0.5,0.25,0.1,0.0,97.29030020420045,LR,full_data,138.0,284.25,0.016699339428925198,0.11932153392330384,2261,0,1
3,two,0,1,0.1,0.0,97.29030020420045,LR,full_data,0,1155,0.017976643256770168,0.11932153392330384,2251,0,1
3,two,0.5,1,0.1,0.0,97.29030020420045,LR,full_data,141.5,1154,0.019766882307322393,0.11932153392330384,2260,0,1
3,two,0.5,0.25,0.05,0.0,97.29030020420045,LR,full_data,144.0,278.5,0.021336095433015734,0.11932153392330384,2262,0,1
3,two,0,1,0.05,0.0,97.29030020420045,LR,full_data,0,1179,0.017262245975802504,0.11932153392330384,2278,0,1
3,two,0.5,1,0.05,0.0,97.29030020420045,LR,full_data,152.0,1135,0.0175897271856411,0.11932153392330384,2266,0,1
3,two,0.5,0.25,0.01,0.0,97.29030020420045,LR,full_data,152.0,288.25,0.024249625104341144,0.11932153392330384,2240,0,0
3,two,0,1,0.01,0.0,97.29030020420045,LR,full_data,0,1115,0.01710399933996452,0.11932153392330384,2257,0,0
3,two,0.5,1,0.01,0.0,97.29030020420045,LR,full_data,133.0,1123,0.01702532251962201,0.11932153392330384,2239,0,0
4,two,0.5,0.25,0.3,0.5,97.29030020420045,LR,full_data,149.5,49.0,0.023086060641126012,0.05100896933129628,386,1,1
4,two,0,1,0.3,0.5,97.29030020420045,LR,full_data,0,205,0.03144890397036557,0.05100896933129628,385,1,1
4,two,0.5,1,0.3,0.5,97.29030020420045,LR,full_data,144.0,196,0.02807563163114413,0.05100896933129628,392,1,1
4,two,0.5,0.25,0.2,0.4,97.29030020420045,LR,full_data,151.0,110.75,0.028214516132228782,0.05100896933129628,877,1,1
4,two,0,1,0.2,0.4,97.29030020420045,LR,full_data,0,427,0.031381564278487,0.05100896933129628,858,1,1
4,two,0.5,1,0.2,0.4,97.29030020420045,LR,full_data,145.5,453,0.024814880161494034,0.05100896933129628,875,1,1
4,two,0.5,0.25,0.1,0.0,97.29030020420045,LR,full_data,156.5,288.0,0.02585794737257577,0.05100896933129628,2242,1,1
4,two,0,1,0.1,0.0,97.29030020420045,LR,full_data,0,1176,0.02920319358425284,0.05100896933129628,2268,1,1
4,two,0.5,1,0.1,0.0,97.29030020420045,LR,full_data,134.5,1178,0.028463019857915946,0.05100896933129628,2246,1,1
4,two,0.5,0.25,0.05,0.0,97.29030020420045,LR,full_data,145.5,291.0,0.026055578750065256,0.05100896933129628,2271,0,0
4,two,0,1,0.05,0.0,97.29030020420045,LR,full_data,0,1135,0.027972204093917357,0.05100896933129628,2249,0,0
4,two,0.5,1,0.05,0.0,97.29030020420045,LR,full_data,139.5,1074,0.025760289320050256,0.05100896933129628,2220,0,0
4,two,0.5,0.25,0.01,0.0,97.29030020420045,LR,full_data,129.5,279.5,0.027261904261407902,0.05100896933129628,2247,0,0
4,two,0,1,0.01,0.0,97.29030020420045,LR,full_data,0,1145,0.02821024707782594,0.05100896933129628,2237,0,0
4,two,0.5,1,0.01,0.0,97.29030020420045,LR,full_data,156.5,1156,0.029379494633218466,0.05100896933129628,2244,0,0
5,two,0.5,0.25,0.3,0.5,97.29030020420045,LR,full_data,161.0,47.25,0.008952718723233444,0.08220973782771536,389,1,1
5,two,0,1,0.3,0.5,97.29030020420045,LR,full_data,0,195,0.05566535084235835,0.08220973782771536,386,1,1
5,two,0.5,1,0.3,0.5,97.29030020420045,LR,full_data,153.5,191,0.018448056295796933,0.08220973782771536,390,1,1
5,two,0.5,0.25,0.2,0.4,97.29030020420045,LR,full_data,149.0,111.75,0.014478490828214952,0.08220973782771536,866,1,1
5,two,0,1,0.2,0.4,97.29030020420045,LR,full_data,0,456,0.023852636801673155,0.08220973782771536,890,1,1
