run,algo_name,sample_cost_fixed,label_cost_fixed,eps,tau_prime,f_0,policy,sample_cost,label_cost,eo_diff_est,eo_diff_true,num_samples,true_fair,pred_fair
1,exp,0.5,0.25,0.8,97.29030020420045,LR,full_data,1017.0,450.25,0.7504155658755403,0.14603557431413927,396,1,0
1,exp,0.5,0.5,0.8,97.29030020420045,LR,full_data,988.0,872.0,0.6523511022771823,0.14603557431413927,349,1,0
1,exp,0.5,1,0.8,97.29030020420045,LR,full_data,864.0,1500,0.7973624388321485,0.14603557431413927,377,1,0
1,exp,0.5,3,0.8,97.29030020420045,LR,full_data,967.0,5112,0.7504155658755403,0.14603557431413927,332,1,0
1,exp,0.5,0.25,0.5,97.29030020420045,LR,full_data,983.5,436.75,0.8178063917067792,0.14603557431413927,1091,1,0
1,exp,0.5,0.5,0.5,97.29030020420045,LR,full_data,1081.5,963.5,0.7481991336511126,0.14603557431413927,1182,1,0
1,exp,0.5,1,0.5,97.29030020420045,LR,full_data,925.0,1624,0.7006154048841327,0.14603557431413927,1312,1,0
1,exp,0.5,3,0.5,97.29030020420045,LR,full_data,1005.0,5361,0.7216360035529684,0.14603557431413927,1281,1,0
1,exp,0.5,0.25,0.25,97.29030020420045,LR,full_data,880.5,384.5,0.7075255794116138,0.14603557431413927,5113,1,0
1,exp,0.5,0.5,0.25,97.29030020420045,LR,full_data,1069.5,954.5,0.7441217912248145,0.14603557431413927,4827,1,0
1,exp,0.5,1,0.25,97.29030020420045,LR,full_data,980.0,1743,0.796548305477105,0.14603557431413927,4813,1,0
1,exp,0.5,3,0.25,97.29030020420045,LR,full_data,983.5,5238,0.7651126657529658,0.14603557431413927,4646,1,0
1,exp,0.5,0.25,0.1,97.29030020420045,LR,full_data,966.5,427.25,0.823473973570712,0.14603557431413927,18804,0,0
1,exp,0.5,0.5,0.1,97.29030020420045,LR,full_data,979.0,870.0,0.7127081891326059,0.14603557431413927,18586,0,0
1,exp,0.5,1,0.1,97.29030020420045,LR,full_data,1052.5,1876,0.8714456374074284,0.14603557431413927,18611,0,0
1,exp,0.5,3,0.1,97.29030020420045,LR,full_data,1003.5,5355,0.7756514923439781,0.14603557431413927,18108,0,0
1,exp,0.5,0.25,0.05,97.29030020420045,LR,full_data,1158.0,520.0,0.8326293823192559,0.14603557431413927,18322,0,0
1,exp,0.5,0.5,0.05,97.29030020420045,LR,full_data,1162.5,1049.0,0.7494974902269732,0.14603557431413927,19019,0,0
1,exp,0.5,1,0.05,97.29030020420045,LR,full_data,972.0,1725,0.7213119010499032,0.14603557431413927,18326,0,0
1,exp,0.5,3,0.05,97.29030020420045,LR,full_data,949.0,5019,0.768633137169741,0.14603557431413927,18614,0,0
1,exp,0.5,0.25,0.01,97.29030020420045,LR,full_data,919.0,404.25,0.8379148397542301,0.14603557431413927,18955,0,0
1,exp,0.5,0.5,0.01,97.29030020420045,LR,full_data,1061.5,953.0,0.755482663184136,0.14603557431413927,19210,0,0
1,exp,0.5,1,0.01,97.29030020420045,LR,full_data,1029.5,1839,0.7768759278791965,0.14603557431413927,18290,0,0
1,exp,0.5,3,0.01,97.29030020420045,LR,full_data,929.0,4926,0.8146187206471661,0.14603557431413927,19201,0,0
1,exp,0.5,0.25,0.001,97.29030020420045,LR,full_data,1026.5,457.0,0.7963418223798113,0.14603557431413927,18600,0,0
1,exp,0.5,0.5,0.001,97.29030020420045,LR,full_data,933.0,825.5,0.7981291080334071,0.14603557431413927,19293,0,0
1,exp,0.5,1,0.001,97.29030020420045,LR,full_data,976.0,1732,0.6636608928864529,0.14603557431413927,18207,0,0
1,exp,0.5,3,0.001,97.29030020420045,LR,full_data,998.5,5295,0.6912121827080544,0.14603557431413927,18453,0,0
2,exp,0.5,0.25,0.8,97.29030020420045,LR,full_data,1007.5,445.75,0.4896316462552851,0.17072327231530615,423,1,0
